f_code,coc,nam,laa,pop,ypc,adm_code,salb,soc
FA001,JPN,Osaka Fu,Katano Shi,"78261","2014","27230",UNK,JPN
FA001,JPN,Osaka Fu,Osakasayama Shi,"57857","2014","27231",UNK,JPN
FA001,JPN,Osaka Fu,Hannan Shi,"57435","2014","27232",UNK,JPN
FA001,JPN,Osaka Fu,Shimamoto Cho,"30881","2014","27301",UNK,JPN
FA001,JPN,Osaka Fu,Toyono Cho,"21823","2014","27321",UNK,JPN
FA001,JPN,Osaka Fu,Nose Cho,"11504","2014","27322",UNK,JPN
FA001,JPN,Osaka Fu,Tadaoka Cho,"17888","2014","27341",UNK,JPN
FA001,JPN,Osaka Fu,Kumatori Cho,"44450","2014","27361",UNK,JPN
FA001,JPN,Osaka Fu,Tajiri Cho,"-89999999","2014","27362",UNK,JPN
FA001,JPN,Osaka Fu,Tajiri Cho,"8551","2014","27362",UNK,JPN
FA001,JPN,Osaka Fu,Misaki Cho,"17058","2014","27366",UNK,JPN
FA001,JPN,Osaka Fu,Taishi Cho,"14162","2014","27381",UNK,JPN
FA001,JPN,Osaka Fu,Kanan Cho,"16153","2014","27382",UNK,JPN
FA001,JPN,Osaka Fu,Chihayaakasaka Mura,"5859","2014","27383",UNK,JPN
FA001,JPN,Hyogo Ken,Kobe Shi,"1553789","2014","28100",UNK,JPN
FA001,JPN,Hyogo Ken,Kobe Shi,"-89999999","2014","28100",UNK,JPN
FA001,JPN,Hyogo Ken,Kobe Shi,"-89999999","2014","28100",UNK,JPN
FA001,JPN,Hyogo Ken,Kobe Shi,"-89999999","2014","28100",UNK,JPN
FA001,JPN,Hyogo Ken,Kobe Shi,"-89999999","2014","28100",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"543991","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Himeji Shi,"-89999999","2014","28201",UNK,JPN
FA001,JPN,Hyogo Ken,Amagasaki Shi,"467125","2014","28202",UNK,JPN
FA001,JPN,Hyogo Ken,Akashi Shi,"297057","2014","28203",UNK,JPN
FA001,JPN,Hyogo Ken,Akashi Shi,"-89999999","2014","28203",UNK,JPN
FA001,JPN,Hyogo Ken,Nishinomiya Shi,"482506","2014","28204",UNK,JPN
FA001,JPN,Hyogo Ken,Nishinomiya Shi,"-89999999","2014","28204",UNK,JPN
FA001,JPN,Hyogo Ken,Nishinomiya Shi,"-89999999","2014","28204",UNK,JPN
FA001,JPN,Hyogo Ken,Sumoto Shi,"47039","2014","28205",UNK,JPN
FA001,JPN,Hyogo Ken,Sumoto Shi,"-89999999","2014","28205",UNK,JPN
FA001,JPN,Hyogo Ken,Ashiya Shi,"96850","2014","28206",UNK,JPN
FA001,JPN,Hyogo Ken,Ashiya Shi,"-89999999","2014","28206",UNK,JPN
FA001,JPN,Hyogo Ken,Itami Shi,"201760","2014","28207",UNK,JPN
FA001,JPN,Hyogo Ken,Aioi Shi,"30931","2014","28208",UNK,JPN
FA001,JPN,Hyogo Ken,Toyooka Shi,"86689","2014","28209",UNK,JPN
FA001,JPN,Hyogo Ken,Kakogawa Shi,"271426","2014","28210",UNK,JPN
FA001,JPN,Hyogo Ken,Ako Shi,"50298","2014","28212",UNK,JPN
FA001,JPN,Hyogo Ken,Nishiwaki Shi,"43048","2014","28213",UNK,JPN
FA001,JPN,Hyogo Ken,Takarazuka Shi,"234290","2014","28214",UNK,JPN
FA001,JPN,Hyogo Ken,Miki Shi,"80387","2014","28215",UNK,JPN
FA001,JPN,Hyogo Ken,Takasago Shi,"94309","2014","28216",UNK,JPN
FA001,JPN,Hyogo Ken,Kawanishi Shi,"160923","2014","28217",UNK,JPN
FA001,JPN,Hyogo Ken,Kawanishi Shi,"-89999999","2014","28217",UNK,JPN
FA001,JPN,Hyogo Ken,Ono Shi,"50052","2014","28218",UNK,JPN
FA001,JPN,Hyogo Ken,Sanda Shi,"114870","2014","28219",UNK,JPN
FA001,JPN,Hyogo Ken,Kasai Shi,"46386","2014","28220",UNK,JPN
FA001,JPN,Hyogo Ken,Sasayama Shi,"43793","2014","28221",UNK,JPN
FA001,JPN,Hyogo Ken,Yabu Shi,"26006","2014","28222",UNK,JPN
FA001,JPN,Hyogo Ken,Tanba Shi,"68252","2014","28223",UNK,JPN
FA001,JPN,Hyogo Ken,Minamiawaji Shi,"50344","2014","28224",UNK,JPN
FA001,JPN,Hyogo Ken,Minamiawaji Shi,"-89999999","2014","28224",UNK,JPN
FA001,JPN,Hyogo Ken,Asago Shi,"32762","2014","28225",UNK,JPN
FA001,JPN,Hyogo Ken,Awaji Shi,"46922","2014","28226",UNK,JPN
FA001,JPN,Hyogo Ken,Shiso Shi,"41440","2014","28227",UNK,JPN
FA001,JPN,Hyogo Ken,Kato Shi,"40059","2014","28228",UNK,JPN
FA001,JPN,Hyogo Ken,Tatsuno Shi,"79870","2014","28229",UNK,JPN
FA001,JPN,Hyogo Ken,Inagawa Cho,"31922","2014","28301",UNK,JPN
FA001,JPN,Hyogo Ken,Taka Cho,"22719","2014","28365",UNK,JPN
FA001,JPN,Hyogo Ken,Inami Cho,"31810","2014","28381",UNK,JPN
FA001,JPN,Hyogo Ken,Harima Cho,"34830","2014","28382",UNK,JPN
FA001,JPN,Hyogo Ken,Harima Cho,"-89999999","2014","28382",UNK,JPN
FA001,JPN,Hyogo Ken,Harima Cho,"-89999999","2014","28382",UNK,JPN
FA001,JPN,Hyogo Ken,Harima Cho,"-89999999","2014","28382",UNK,JPN
FA001,JPN,Hyogo Ken,Ichikawa Cho,"13216","2014","28442",UNK,JPN
FA001,JPN,Hyogo Ken,Fukusaki Cho,"19536","2014","28443",UNK,JPN
FA001,JPN,Hyogo Ken,Kamikawa Cho,"12327","2014","28446",UNK,JPN
FA001,JPN,Hyogo Ken,Taishi Cho,"34613","2014","28464",UNK,JPN
FA001,JPN,Hyogo Ken,Kamigori Cho,"16397","2014","28481",UNK,JPN
FA001,JPN,Hyogo Ken,Sayo Cho,"18903","2014","28501",UNK,JPN
FA001,JPN,Hyogo Ken,Kami Cho,"19863","2014","28585",UNK,JPN
FA001,JPN,Hyogo Ken,Kami Cho,"-89999999","2014","28585",UNK,JPN
FA001,JPN,Hyogo Ken,Shin-onsen Cho,"16051","2014","28586",UNK,JPN
FA001,JPN,Nara Ken,Nara Shi,"364969","2014","29201",UNK,JPN
FA001,JPN,Nara Ken,Yamatotakada Shi,"68800","2014","29202",UNK,JPN
FA001,JPN,Nara Ken,Yamatokoriyama Shi,"89420","2014","29203",UNK,JPN
FA001,JPN,Nara Ken,Tenri Shi,"67731","2014","29204",UNK,JPN
FA001,JPN,Nara Ken,Kashihara Shi,"125288","2014","29205",UNK,JPN
FA001,JPN,Nara Ken,Sakurai Shi,"59822","2014","29206",UNK,JPN
FA001,JPN,Nara Ken,Gojo Shi,"33806","2014","29207",UNK,JPN
FA001,JPN,Nara Ken,Gose Shi,"28494","2014","29208",UNK,JPN
FA001,JPN,Nara Ken,Ikoma Shi,"121273","2014","29209",UNK,JPN
FA001,JPN,Nara Ken,Kashiba Shi,"78071","2014","29210",UNK,JPN
FA001,JPN,Nara Ken,Katsuragi Shi,"36885","2014","29211",UNK,JPN
FA001,JPN,Nara Ken,Uda Shi,"33609","2014","29212",UNK,JPN
FA001,JPN,Nara Ken,Yamazoe Mura,"3989","2014","29322",UNK,JPN
FA001,JPN,Nara Ken,Heguri Cho,"19562","2014","29342",UNK,JPN
FA001,JPN,Nara Ken,Sango Cho,"23157","2014","29343",UNK,JPN
FA001,JPN,Nara Ken,Ikaruga Cho,"28423","2014","29344",UNK,JPN
FA001,JPN,Nara Ken,Ando Cho,"7787","2014","29345",UNK,JPN
FA001,JPN,Nara Ken,Kawanishi Machi,"8808","2014","29361",UNK,JPN
FA001,JPN,Nara Ken,Miyake Cho,"7233","2014","29362",UNK,JPN
FA001,JPN,Nara Ken,Tawaramoto Cho,"32886","2014","29363",UNK,JPN
FA001,JPN,Nara Ken,Soni Mura,"1721","2014","29385",UNK,JPN
FA001,JPN,Nara Ken,Mitsue Mura,"1927","2014","29386",UNK,JPN
FA001,JPN,Nara Ken,Takatori Cho,"7387","2014","29401",UNK,JPN
FA001,JPN,Nara Ken,Asuka Mura,"5866","2014","29402",UNK,JPN
FA001,JPN,Nara Ken,Kanmaki Cho,"23492","2014","29424",UNK,JPN
FA001,JPN,Nara Ken,Oji Cho,"23131","2014","29425",UNK,JPN
FA001,JPN,Nara Ken,Koryo Cho,"34637","2014","29426",UNK,JPN
FA001,JPN,Nara Ken,Kawai Cho,"18808","2014","29427",UNK,JPN
FA001,JPN,Nara Ken,Yoshino Cho,"8420","2014","29441",UNK,JPN
FA001,JPN,Nara Ken,Oyodo Cho,"19153","2014","29442",UNK,JPN
FA001,JPN,Nara Ken,Shimoichi Cho,"6337","2014","29443",UNK,JPN
FA001,JPN,Nara Ken,Kurotaki Mura,"834","2014","29444",UNK,JPN
FA001,JPN,Nara Ken,Tenkawa Mura,"1615","2014","29446",UNK,JPN
FA001,JPN,Nara Ken,Nosegawa Mura,"479","2014","29447",UNK,JPN
FA001,JPN,Nara Ken,Totsukawa Mura,"3749","2014","29449",UNK,JPN
FA001,JPN,Nara Ken,Shimokitayama Mura,"1059","2014","29450",UNK,JPN
FA001,JPN,Nara Ken,Kamikitayama Mura,"616","2014","29451",UNK,JPN
FA001,JPN,Nara Ken,Kawakami Mura,"1634","2014","29452",UNK,JPN
FA001,JPN,Nara Ken,Higashiyoshino Mura,"2156","2014","29453",UNK,JPN
FA001,JPN,Wakayama Ken,Wakayama Shi,"379064","2014","30201",UNK,JPN
FA001,JPN,Wakayama Ken,Wakayama Shi,"-89999999","2014","30201",UNK,JPN
FA001,JPN,Wakayama Ken,Wakayama Shi,"-89999999","2014","30201",UNK,JPN
FA001,JPN,Wakayama Ken,Kainan Shi,"54838","2014","30202",UNK,JPN
FA001,JPN,Wakayama Ken,Kainan Shi,"-89999999","2014","30202",UNK,JPN
FA001,JPN,Wakayama Ken,Hashimoto Shi,"66338","2014","30203",UNK,JPN
FA001,JPN,Wakayama Ken,Hashimoto Shi,"-89999999","2014","30203",UNK,JPN
FA001,JPN,Wakayama Ken,Arida Shi,"-89999999","2014","30204",UNK,JPN
FA001,JPN,Wakayama Ken,Arida Shi,"-89999999","2014","30204",UNK,JPN
FA001,JPN,Wakayama Ken,Arida Shi,"30603","2014","30204",UNK,JPN
FA001,JPN,Wakayama Ken,Gobo Shi,"25300","2014","30205",UNK,JPN
FA001,JPN,Wakayama Ken,Gobo Shi,"-89999999","2014","30205",UNK,JPN
FA001,JPN,Wakayama Ken,Tanabe Shi,"79631","2014","30206",UNK,JPN
FA001,JPN,Wakayama Ken,Shingu Shi,"-89999999","2014","30207",UNK,JPN
FA001,JPN,Wakayama Ken,Shingu Shi,"31398","2014","30207",UNK,JPN
FA001,JPN,Wakayama Ken,Kinokawa Shi,"66411","2014","30208",UNK,JPN
FA001,JPN,Wakayama Ken,Iwade Shi,"53426","2014","30209",UNK,JPN
FA001,JPN,Wakayama Ken,Kimino Cho,"10071","2014","30304",UNK,JPN
FA001,JPN,Wakayama Ken,Katsuragi Cho,"18221","2014","30341",UNK,JPN
FA001,JPN,Wakayama Ken,Kudoyama Cho,"4797","2014","30343",UNK,JPN
FA001,JPN,Wakayama Ken,Koya Cho,"3471","2014","30344",UNK,JPN
FA001,JPN,Wakayama Ken,Yuasa Cho,"13238","2014","30361",UNK,JPN
FA001,JPN,Wakayama Ken,Hirogawa Cho,"7677","2014","30362",UNK,JPN
FA001,JPN,Wakayama Ken,Hirogawa Cho,"-89999999","2014","30362",UNK,JPN
FA001,JPN,Wakayama Ken,Aridagawa Cho,"27568","2014","30366",UNK,JPN
FA001,JPN,Wakayama Ken,Mihama Cho,"7843","2014","30381",UNK,JPN
FA001,JPN,Wakayama Ken,Hidaka Cho,"7900","2014","30382",UNK,JPN
FA001,JPN,Wakayama Ken,Hidaka Cho,"-89999999","2014","30382",UNK,JPN
FA001,JPN,Wakayama Ken,Yura Cho,"-89999999","2014","30383",UNK,JPN
FA001,JPN,Wakayama Ken,Yura Cho,"-89999999","2014","30383",UNK,JPN
FA001,JPN,Wakayama Ken,Yura Cho,"6445","2014","30383",UNK,JPN
FA001,JPN,Wakayama Ken,Yura Cho,"-89999999","2014","30383",UNK,JPN
FA001,JPN,Wakayama Ken,Inami Cho,"8875","2014","30390",UNK,JPN
FA001,JPN,Wakayama Ken,Minabe Cho,"13822","2014","30391",UNK,JPN
FA001,JPN,Wakayama Ken,Minabe Cho,"-89999999","2014","30391",UNK,JPN
FA001,JPN,Wakayama Ken,Hidakagawa Cho,"10622","2014","30392",UNK,JPN
FA001,JPN,Wakayama Ken,Shirahama Cho,"22833","2014","30401",UNK,JPN
FA001,JPN,Wakayama Ken,Shirahama Cho,"-89999999","2014","30401",UNK,JPN
FA001,JPN,Wakayama Ken,Shirahama Cho,"-89999999","2014","30401",UNK,JPN
FA001,JPN,Wakayama Ken,Kamitonda Cho,"15358","2014","30404",UNK,JPN
FA001,JPN,Wakayama Ken,Susami Cho,"4628","2014","30406",UNK,JPN
FA001,JPN,Wakayama Ken,Susami Cho,"-89999999","2014","30406",UNK,JPN
FA001,JPN,Wakayama Ken,Susami Cho,"-89999999","2014","30406",UNK,JPN
FA001,JPN,Wakayama Ken,Nachikatsuura Cho,"16860","2014","30421",UNK,JPN
FA001,JPN,Wakayama Ken,Nachikatsuura Cho,"-89999999","2014","30421",UNK,JPN
FA001,JPN,Wakayama Ken,Taiji Cho,"-89999999","2014","30422",UNK,JPN
FA001,JPN,Wakayama Ken,Taiji Cho,"3387","2014","30422",UNK,JPN
FA001,JPN,Wakayama Ken,Kozagawa Cho,"3077","2014","30424",UNK,JPN
FA001,JPN,Wakayama Ken,Kitayama Mura,"471","2014","30427",UNK,JPN
FA001,JPN,Wakayama Ken,Kushimoto Cho,"18063","2014","30428",UNK,JPN
FA001,JPN,Wakayama Ken,Kushimoto Cho,"-89999999","2014","30428",UNK,JPN
FA001,JPN,Wakayama Ken,Kushimoto Cho,"-89999999","2014","30428",UNK,JPN
FA001,JPN,Tottori Ken,Tottori Shi,"193908","2014","31201",UNK,JPN
FA001,JPN,Tottori Ken,Yonago Shi,"150313","2014","31202",UNK,JPN
FA001,JPN,Tottori Ken,Kurayoshi Shi,"49729","2014","31203",UNK,JPN
FA001,JPN,Tottori Ken,Sakaiminato Shi,"35914","2014","31204",UNK,JPN
FA001,JPN,Tottori Ken,Iwami Cho,"12417","2014","31302",UNK,JPN
FA001,JPN,Tottori Ken,Wakasa Cho,"3704","2014","31325",UNK,JPN
FA001,JPN,Tottori Ken,Chizu Cho,"7792","2014","31328",UNK,JPN
FA001,JPN,Tottori Ken,Yazu Cho,"18446","2014","31329",UNK,JPN
FA001,JPN,Tottori Ken,Misasa Cho,"7020","2014","31364",UNK,JPN
FA001,JPN,Tottori Ken,Yurihama Cho,"17501","2014","31370",UNK,JPN
FA001,JPN,Tottori Ken,Kotoura Cho,"18638","2014","31371",UNK,JPN
FA001,JPN,Tottori Ken,Hokuei Cho,"15718","2014","31372",UNK,JPN
FA001,JPN,Tottori Ken,Hiezu Son,"3460","2014","31384",UNK,JPN
FA001,JPN,Tottori Ken,Daisen Cho,"17408","2014","31386",UNK,JPN
FA001,JPN,Tottori Ken,Nanbu Cho,"11491","2014","31389",UNK,JPN
FA001,JPN,Tottori Ken,Hoki Cho,"11418","2014","31390",UNK,JPN
FA001,JPN,Tottori Ken,Nichinan Cho,"5345","2014","31401",UNK,JPN
FA001,JPN,Tottori Ken,Hino Cho,"3551","2014","31402",UNK,JPN
FA001,JPN,Tottori Ken,Kofu Cho,"3294","2014","31403",UNK,JPN
FA001,JPN,Shimane Ken,Matsue Shi,"-89999999","2014","32201",UNK,JPN
FA001,JPN,Shimane Ken,Matsue Shi,"-89999999","2014","32201",UNK,JPN
FA001,JPN,Shimane Ken,Matsue Shi,"-89999999","2014","32201",UNK,JPN
FA001,JPN,Shimane Ken,Matsue Shi,"206404","2014","32201",UNK,JPN
FA001,JPN,Shimane Ken,Hamada Shi,"58285","2014","32202",UNK,JPN
FA001,JPN,Shimane Ken,Hamada Shi,"-89999999","2014","32202",UNK,JPN
FA001,JPN,Shimane Ken,Hamada Shi,"-89999999","2014","32202",UNK,JPN
FA001,JPN,Shimane Ken,Izumo Shi,"174849","2014","32203",UNK,JPN
FA001,JPN,Shimane Ken,Masuda Shi,"-89999999","2014","32204",UNK,JPN
FA001,JPN,Shimane Ken,Masuda Shi,"49846","2014","32204",UNK,JPN
FA001,JPN,Shimane Ken,Oda Shi,"37707","2014","32205",UNK,JPN
FA001,JPN,Shimane Ken,Oda Shi,"-89999999","2014","32205",UNK,JPN
FA001,JPN,Shimane Ken,Oda Shi,"-89999999","2014","32205",UNK,JPN
FA001,JPN,Shimane Ken,Oda Shi,"-89999999","2014","32205",UNK,JPN
FA001,JPN,Shimane Ken,Yasugi Shi,"41213","2014","32206",UNK,JPN
FA001,JPN,Shimane Ken,Gotsu Shi,"25249","2014","32207",UNK,JPN
FA001,JPN,Shimane Ken,Unnan Shi,"41566","2014","32209",UNK,JPN
FA001,JPN,Shimane Ken,Unnan Shi,"-89999999","2014","32209",UNK,JPN
FA001,JPN,Shimane Ken,Okuizumo Cho,"14152","2014","32343",UNK,JPN
FA001,JPN,Shimane Ken,Iinan Cho,"5381","2014","32386",UNK,JPN
FA001,JPN,Shimane Ken,Kawamoto Machi,"3615","2014","32441",UNK,JPN
FA001,JPN,Shimane Ken,Misato Cho,"5301","2014","32448",UNK,JPN
FA001,JPN,Shimane Ken,Onan Cho,"11637","2014","32449",UNK,JPN
FA001,JPN,Shimane Ken,Tsuwano Cho,"8197","2014","32501",UNK,JPN
FA001,JPN,Shimane Ken,Yoshika Cho,"6668","2014","32505",UNK,JPN
FA001,JPN,Shimane Ken,Ama Cho,"-89999999","2014","32525",UNK,JPN
FA001,JPN,Shimane Ken,Ama Cho,"2368","2014","32525",UNK,JPN
FA001,JPN,Shimane Ken,Ama Cho,"-89999999","2014","32525",UNK,JPN
FA001,JPN,Shimane Ken,Nishinoshima Cho,"3117","2014","32526",UNK,JPN
FA001,JPN,Shimane Ken,Chibu Mura,"597","2014","32527",UNK,JPN
FA001,JPN,Shimane Ken,Chibu Mura,"-89999999","2014","32527",UNK,JPN
FA001,JPN,Shimane Ken,Chibu Mura,"-89999999","2014","32527",UNK,JPN
FA001,JPN,Shimane Ken,Chibu Mura,"-89999999","2014","32527",UNK,JPN
FA001,JPN,Shimane Ken,Okinoshima Cho,"15212","2014","32528",UNK,JPN
FA001,JPN,Shimane Ken,Okinoshima Cho,"-89999999","2014","32528",UNK,JPN
FA001,JPN,Shimane Ken,Okinoshima Cho,"-89999999","2014","32588",UNK,JPN
FA001,JPN,Shimane Ken,Okinoshima Cho,"-89999999","2014","32588",UNK,JPN
FA001,JPN,Shimane Ken,Okinoshima Cho,"-89999999","2014","32588",UNK,JPN
FA001,JPN,Okayama Ken,Okayama Shi,"704572","2014","33100",UNK,JPN
FA001,JPN,Okayama Ken,Okayama Shi,"-89999999","2014","33100",UNK,JPN
FA001,JPN,Okayama Ken,Okayama Shi,"-89999999","2014","33100",UNK,JPN
FA001,JPN,Okayama Ken,Okayama Shi,"-89999999","2014","33100",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"483348","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Kurashiki Shi,"-89999999","2014","33202",UNK,JPN
FA001,JPN,Okayama Ken,Tsuyama Shi,"105557","2014","33203",UNK,JPN
FA001,JPN,Okayama Ken,Tamano Shi,"63634","2014","33204",UNK,JPN
FA001,JPN,Okayama Ken,Tamano Shi,"-89999999","2014","33204",UNK,JPN
FA001,JPN,Okayama Ken,Tamano Shi,"-89999999","2014","33204",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"52525","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Kasaoka Shi,"-89999999","2014","33205",UNK,JPN
FA001,JPN,Okayama Ken,Ibara Shi,"43436","2014","33207",UNK,JPN
FA001,JPN,Okayama Ken,Soja Shi,"67765","2014","33208",UNK,JPN
FA001,JPN,Okayama Ken,Takahashi Shi,"33562","2014","33209",UNK,JPN
FA001,JPN,Okayama Ken,Niimi Shi,"32529","2014","33210",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"37543","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Bizen Shi,"-89999999","2014","33211",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"38754","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Setouchi Shi,"-89999999","2014","33212",UNK,JPN
FA001,JPN,Okayama Ken,Akaiwa Shi,"44984","2014","33213",UNK,JPN
FA001,JPN,Okayama Ken,Maniwa Shi,"49222","2014","33214",UNK,JPN
FA001,JPN,Okayama Ken,Mimasaka Shi,"30362","2014","33215",UNK,JPN
FA001,JPN,Okayama Ken,Asakuchi Shi,"36066","2014","33216",UNK,JPN
FA001,JPN,Okayama Ken,Wake Cho,"15298","2014","33346",UNK,JPN
FA001,JPN,Okayama Ken,Hayashima Cho,"12237","2014","33423",UNK,JPN
FA001,JPN,Okayama Ken,Satosho Cho,"11120","2014","33445",UNK,JPN
FA001,JPN,Okayama Ken,Yakage Cho,"15139","2014","33461",UNK,JPN
FA001,JPN,Okayama Ken,Shinjo Son,"993","2014","33586",UNK,JPN
FA001,JPN,Okayama Ken,Kagamino Cho,"13908","2014","33606",UNK,JPN
FA001,JPN,Okayama Ken,Shoo Cho,"11379","2014","33622",UNK,JPN
FA001,JPN,Okayama Ken,Nagi Cho,"6217","2014","33623",UNK,JPN
FA001,JPN,Okayama Ken,Nishiawakura Son,"1535","2014","33643",UNK,JPN
FA001,JPN,Okayama Ken,Kumenan Cho,"5259","2014","33663",UNK,JPN
FA001,JPN,Okayama Ken,Misaki Cho,"15664","2014","33666",UNK,JPN
FA001,JPN,Okayama Ken,Kibichuo Cho,"12600","2014","33681",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"1186928","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"-89999999","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"-89999999","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"-89999999","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"-89999999","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Hiroshima Shi,"-89999999","2014","34100",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"238046","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
FA001,JPN,Hiroshima Ken,Kure Shi,"-89999999","2014","34202",UNK,JPN
