f_code,coc,nam,laa,pop,ypc,adm_code,salb,soc
FA001,JPN,Chiba Ken,Mobara Shi,"92478","2014","12210",UNK,JPN
FA001,JPN,Chiba Ken,Narita Shi,"131224","2014","12211",UNK,JPN
FA001,JPN,Chiba Ken,Sakura Shi,"177652","2014","12212",UNK,JPN
FA001,JPN,Chiba Ken,Togane Shi,"60821","2014","12213",UNK,JPN
FA001,JPN,Chiba Ken,Togane Shi,"-89999999","2014","12213",UNK,JPN
FA001,JPN,Chiba Ken,Asahi Shi,"-89999999","2014","12215",UNK,JPN
FA001,JPN,Chiba Ken,Asahi Shi,"68534","2014","12215",UNK,JPN
FA001,JPN,Chiba Ken,Narashino Shi,"165190","2014","12216",UNK,JPN
FA001,JPN,Chiba Ken,Kashiwa Shi,"404074","2014","12217",UNK,JPN
FA001,JPN,Chiba Ken,Katsuura Shi,"19954","2014","12218",UNK,JPN
FA001,JPN,Chiba Ken,Ichihara Shi,"281043","2014","12219",UNK,JPN
FA001,JPN,Chiba Ken,Nagareyama Shi,"169786","2014","12220",UNK,JPN
FA001,JPN,Chiba Ken,Yachiyo Shi,"193315","2014","12221",UNK,JPN
FA001,JPN,Chiba Ken,Abiko Shi,"133665","2014","12222",UNK,JPN
FA001,JPN,Chiba Ken,Kamogawa Shi,"35312","2014","12223",UNK,JPN
FA001,JPN,Chiba Ken,Kamagaya Shi,"109695","2014","12224",UNK,JPN
FA001,JPN,Chiba Ken,Kimitsu Shi,"88569","2014","12225",UNK,JPN
FA001,JPN,Chiba Ken,Futtsu Shi,"47648","2014","12226",UNK,JPN
FA001,JPN,Chiba Ken,Futtsu Shi,"-89999999","2014","12226",UNK,JPN
FA001,JPN,Chiba Ken,Futtsu Shi,"-89999999","2014","12226",UNK,JPN
FA001,JPN,Chiba Ken,Urayasu Shi,"162378","2014","12227",UNK,JPN
FA001,JPN,Chiba Ken,Yotsukaido Shi,"91206","2014","12228",UNK,JPN
FA001,JPN,Chiba Ken,Sodegaura Shi,"61876","2014","12229",UNK,JPN
FA001,JPN,Chiba Ken,Yachimata Shi,"74292","2014","12230",UNK,JPN
FA001,JPN,Chiba Ken,Inzai Shi,"93342","2014","12231",UNK,JPN
FA001,JPN,Chiba Ken,Shiroi Shi,"62518","2014","12232",UNK,JPN
FA001,JPN,Chiba Ken,Tomisato Shi,"50018","2014","12233",UNK,JPN
FA001,JPN,Chiba Ken,Minamiboso Shi,"41675","2014","12234",UNK,JPN
FA001,JPN,Chiba Ken,Sosa Shi,"39235","2014","12235",UNK,JPN
FA001,JPN,Chiba Ken,Katori Shi,"82120","2014","12236",UNK,JPN
FA001,JPN,Chiba Ken,Sanmu Shi,"55783","2014","12237",UNK,JPN
FA001,JPN,Chiba Ken,Sanmu Shi,"-89999999","2014","12237",UNK,JPN
FA001,JPN,Chiba Ken,Isumi Shi,"41015","2014","12238",UNK,JPN
FA001,JPN,Chiba Ken,Shisui Machi,"50869","2014","12322",UNK,JPN
FA001,JPN,Chiba Ken,Sakae Machi,"21453","2014","12329",UNK,JPN
FA001,JPN,Chiba Ken,Sakae Machi,"-89999999","2014","12329",UNK,JPN
FA001,JPN,Chiba Ken,Kozaki Machi,"22011","2014","12342",UNK,JPN
FA001,JPN,Chiba Ken,Tako Machi,"6500","2014","12347",UNK,JPN
FA001,JPN,Chiba Ken,Tonosho Machi,"15638","2014","12349",UNK,JPN
FA001,JPN,Chiba Ken,Oamishirasato Shi,"15042","2014","12402",UNK,JPN
FA001,JPN,Chiba Ken,Kujukuri Machi,"17674","2014","12403",UNK,JPN
FA001,JPN,Chiba Ken,Shibayama Machi,"7879","2014","12409",UNK,JPN
FA001,JPN,Chiba Ken,Yokoshibahikari Machi,"25321","2014","12410",UNK,JPN
FA001,JPN,Chiba Ken,Ichinomiya Machi,"12464","2014","12421",UNK,JPN
FA001,JPN,Chiba Ken,Mutsuzawa Machi,"-89999999","2014","12422",UNK,JPN
FA001,JPN,Chiba Ken,Mutsuzawa Machi,"7401","2014","12422",UNK,JPN
FA001,JPN,Chiba Ken,Chosei Mura,"14851","2014","12423",UNK,JPN
FA001,JPN,Chiba Ken,Shirako Machi,"12150","2014","12424",UNK,JPN
FA001,JPN,Chiba Ken,Nagara Machi,"7626","2014","12426",UNK,JPN
FA001,JPN,Chiba Ken,Chonan Machi,"8880","2014","12427",UNK,JPN
FA001,JPN,Chiba Ken,Otaki Machi,"10206","2014","12441",UNK,JPN
FA001,JPN,Chiba Ken,Onjuku Machi,"7974","2014","12443",UNK,JPN
FA001,JPN,Chiba Ken,Kyonan Machi,"8744","2014","12463",UNK,JPN
FA001,JPN,Tokyo To,Chiyoda Ku,"54160","2014","13101",UNK,JPN
FA001,JPN,Tokyo To,Chuo Ku,"132610","2014","13102",UNK,JPN
FA001,JPN,Tokyo To,Minato Ku,"235337","2014","13103",UNK,JPN
FA001,JPN,Tokyo To,Minato Ku,"-89999999","2014","13103",UNK,JPN
FA001,JPN,Tokyo To,Minato Ku,"-89999999","2014","13103",UNK,JPN
FA001,JPN,Tokyo To,Shinjuku Ku,"324082","2014","13104",UNK,JPN
FA001,JPN,Tokyo To,Bunkyo Ku,"204258","2014","13105",UNK,JPN
FA001,JPN,Tokyo To,Taito Ku,"187792","2014","13106",UNK,JPN
FA001,JPN,Tokyo To,Sumida Ku,"254627","2014","13107",UNK,JPN
FA001,JPN,Tokyo To,Koto Ku,"487142","2014","13108",UNK,JPN
FA001,JPN,Tokyo To,Koto Ku,"-89999999","2014","13108",UNK,JPN
FA001,JPN,Tokyo To,Koto Ku,"-89999999","2014","13108",UNK,JPN
FA001,JPN,Tokyo To,Koto Ku,"-89999999","2014","13108",UNK,JPN
FA001,JPN,Tokyo To,Shinagawa Ku,"368761","2014","13109",UNK,JPN
FA001,JPN,Tokyo To,Shinagawa Ku,"-89999999","2014","13109",UNK,JPN
FA001,JPN,Tokyo To,Shinagawa Ku,"-89999999","2014","13109",UNK,JPN
FA001,JPN,Tokyo To,Shinagawa Ku,"-89999999","2014","13109",UNK,JPN
FA001,JPN,Tokyo To,Meguro Ku,"267379","2014","13110",UNK,JPN
FA001,JPN,Tokyo To,Ota Ku,"701416","2014","13111",UNK,JPN
FA001,JPN,Tokyo To,Ota Ku,"-89999999","2014","13111",UNK,JPN
FA001,JPN,Tokyo To,Ota Ku,"-89999999","2014","13111",UNK,JPN
FA001,JPN,Tokyo To,Setagaya Ku,"867552","2014","13112",UNK,JPN
FA001,JPN,Tokyo To,Shibuya Ku,"214665","2014","13113",UNK,JPN
FA001,JPN,Tokyo To,Nakano Ku,"313665","2014","13114",UNK,JPN
FA001,JPN,Tokyo To,Suginami Ku,"542956","2014","13115",UNK,JPN
FA001,JPN,Tokyo To,Toshima Ku,"271643","2014","13116",UNK,JPN
FA001,JPN,Tokyo To,Kita Ku,"334723","2014","13117",UNK,JPN
FA001,JPN,Tokyo To,Arakawa Ku,"207635","2014","13118",UNK,JPN
FA001,JPN,Tokyo To,Itabashi Ku,"540040","2014","13119",UNK,JPN
FA001,JPN,Tokyo To,Nerima Ku,"711212","2014","13120",UNK,JPN
FA001,JPN,Tokyo To,Adachi Ku,"670385","2014","13121",UNK,JPN
FA001,JPN,Tokyo To,Katsushika Ku,"448186","2014","13122",UNK,JPN
FA001,JPN,Tokyo To,Edogawa Ku,"676116","2014","13123",UNK,JPN
FA001,JPN,Tokyo To,Edogawa Ku,"-89999999","2014","13123",UNK,JPN
FA001,JPN,Tokyo To,Edogawa Ku,"-89999999","2014","13123",UNK,JPN
FA001,JPN,Tokyo To,Hachioji Shi,"563482","2014","13201",UNK,JPN
FA001,JPN,Tokyo To,Tachikawa Shi,"178194","2014","13202",UNK,JPN
FA001,JPN,Tokyo To,Musashino Shi,"140527","2014","13203",UNK,JPN
FA001,JPN,Tokyo To,Mitaka Shi,"180194","2014","13204",UNK,JPN
FA001,JPN,Tokyo To,Ome Shi,"137833","2014","13205",UNK,JPN
FA001,JPN,Tokyo To,Fuchu Shi,"253288","2014","13206",UNK,JPN
FA001,JPN,Tokyo To,Akishima Shi,"112905","2014","13207",UNK,JPN
FA001,JPN,Tokyo To,Chofu Shi,"223691","2014","13208",UNK,JPN
FA001,JPN,Tokyo To,Machida Shi,"426222","2014","13209",UNK,JPN
FA001,JPN,Tokyo To,Koganei Shi,"117001","2014","13210",UNK,JPN
FA001,JPN,Tokyo To,Kodaira Shi,"186339","2014","13211",UNK,JPN
FA001,JPN,Tokyo To,Hino Shi,"179571","2014","13212",UNK,JPN
FA001,JPN,Tokyo To,Higashimurayama Shi,"152088","2014","13213",UNK,JPN
FA001,JPN,Tokyo To,Kokubunji Shi,"118697","2014","13214",UNK,JPN
FA001,JPN,Tokyo To,Kunitachi Shi,"74385","2014","13215",UNK,JPN
FA001,JPN,Tokyo To,Fussa Shi,"58821","2014","13218",UNK,JPN
FA001,JPN,Tokyo To,Komae Shi,"77923","2014","13219",UNK,JPN
FA001,JPN,Tokyo To,Higashiyamato Shi,"85297","2014","13220",UNK,JPN
FA001,JPN,Tokyo To,Kiyose Shi,"74216","2014","13221",UNK,JPN
FA001,JPN,Tokyo To,Higashikurume Shi,"116417","2014","13222",UNK,JPN
FA001,JPN,Tokyo To,Musashimurayama Shi,"72169","2014","13223",UNK,JPN
FA001,JPN,Tokyo To,Tama Shi,"147681","2014","13224",UNK,JPN
FA001,JPN,Tokyo To,Inagi Shi,"86169","2014","13225",UNK,JPN
FA001,JPN,Tokyo To,Hamura Shi,"56837","2014","13227",UNK,JPN
FA001,JPN,Tokyo To,Akiruno Shi,"81912","2014","13228",UNK,JPN
FA001,JPN,Tokyo To,Nishitokyo Shi,"197546","2014","13229",UNK,JPN
FA001,JPN,Tokyo To,Mizuho Machi,"33904","2014","13303",UNK,JPN
FA001,JPN,Tokyo To,Hinode Machi,"16932","2014","13305",UNK,JPN
FA001,JPN,Tokyo To,Hinohara Mura,"2461","2014","13307",UNK,JPN
FA001,JPN,Tokyo To,Okutama Machi,"5658","2014","13308",UNK,JPN
FA001,JPN,Tokyo To,Oshima Machi,"8305","2014","13361",UNK,JPN
FA001,JPN,Tokyo To,Toshima Mura,"306","2014","13362",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"-89999999","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"2933","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"-89999999","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"-89999999","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"-89999999","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Niijima Mura,"-89999999","2014","13363",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"1968","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Kozushima Mura,"-89999999","2014","13364",UNK,JPN
FA001,JPN,Tokyo To,Miyake Mura,"2738","2014","13381",UNK,JPN
FA001,JPN,Tokyo To,Miyake Mura,"-89999999","2014","13381",UNK,JPN
FA001,JPN,Tokyo To,Mikurajima Mura,"315","2014","13382",UNK,JPN
FA001,JPN,Tokyo To,Mikurajima Mura,"-89999999","2014","13382",UNK,JPN
FA001,JPN,Tokyo To,Hachijo Machi,"8016","2014","13401",UNK,JPN
FA001,JPN,Tokyo To,Hachijo Machi,"-89999999","2014","13401",UNK,JPN
FA001,JPN,Tokyo To,Aogashima Mura,"170","2014","13402",UNK,JPN
FA001,JPN,Tokyo To,Aogashima Mura,"-89999999","2014","13402",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"2584","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Tokyo To,Ogasawara Mura,"-89999999","2014","13421",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"3714200","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokohama Shi,"-89999999","2014","14100",UNK,JPN
FA001,JPN,Kanagawa Ken,Kawasaki Shi,"1433765","2014","14130",UNK,JPN
FA001,JPN,Kanagawa Ken,Kawasaki Shi,"-89999999","2014","14130",UNK,JPN
FA001,JPN,Kanagawa Ken,Kawasaki Shi,"-89999999","2014","14130",UNK,JPN
FA001,JPN,Kanagawa Ken,Kawasaki Shi,"-89999999","2014","14130",UNK,JPN
FA001,JPN,Kanagawa Ken,Sagamihara Shi,"713351","2014","14150",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokosuka Shi,"421037","2014","14201",UNK,JPN
FA001,JPN,Kanagawa Ken,Yokosuka Shi,"-89999999","2014","14201",UNK,JPN
FA001,JPN,Kanagawa Ken,Hiratsuka Shi,"259171","2014","14203",UNK,JPN
FA001,JPN,Kanagawa Ken,Kamakura Shi,"177684","2014","14204",UNK,JPN
FA001,JPN,Kanagawa Ken,Fujisawa Shi,"421317","2014","14205",UNK,JPN
FA001,JPN,Kanagawa Ken,Odawara Shi,"196493","2014","14206",UNK,JPN
FA001,JPN,Kanagawa Ken,Chigasaki Shi,"239843","2014","14207",UNK,JPN
FA001,JPN,Kanagawa Ken,Zushi Shi,"60258","2014","14208",UNK,JPN
FA001,JPN,Kanagawa Ken,Miura Shi,"47245","2014","14210",UNK,JPN
FA001,JPN,Kanagawa Ken,Miura Shi,"-89999999","2014","14210",UNK,JPN
FA001,JPN,Kanagawa Ken,Hadano Shi,"164977","2014","14211",UNK,JPN
FA001,JPN,Kanagawa Ken,Atsugi Shi,"225229","2014","14212",UNK,JPN
FA001,JPN,Kanagawa Ken,Yamato Shi,"233018","2014","14213",UNK,JPN
FA001,JPN,Kanagawa Ken,Isehara Shi,"99350","2014","14214",UNK,JPN
FA001,JPN,Kanagawa Ken,Ebina Shi,"129829","2014","14215",UNK,JPN
FA001,JPN,Kanagawa Ken,Zama Shi,"130320","2014","14216",UNK,JPN
FA001,JPN,Kanagawa Ken,Minamiashigara Shi,"44246","2014","14217",UNK,JPN
FA001,JPN,Kanagawa Ken,Ayase Shi,"85336","2014","14218",UNK,JPN
FA001,JPN,Kanagawa Ken,Hayama Machi,"33635","2014","14301",UNK,JPN
FA001,JPN,Kanagawa Ken,Samukawa Machi,"47971","2014","14321",UNK,JPN
FA001,JPN,Kanagawa Ken,Oiso Machi,"33171","2014","14341",UNK,JPN
FA001,JPN,Kanagawa Ken,Ninomiya Machi,"29707","2014","14342",UNK,JPN
FA001,JPN,Kanagawa Ken,Nakai Machi,"9811","2014","14361",UNK,JPN
FA001,JPN,Kanagawa Ken,Oi Machi,"17441","2014","14362",UNK,JPN
FA001,JPN,Kanagawa Ken,Matsuda Machi,"11641","2014","14363",UNK,JPN
FA001,JPN,Kanagawa Ken,Yamakita Machi,"11488","2014","14364",UNK,JPN
FA001,JPN,Kanagawa Ken,Kaisei Machi,"16606","2014","14366",UNK,JPN
FA001,JPN,Kanagawa Ken,Hakone Machi,"12624","2014","14382",UNK,JPN
FA001,JPN,Kanagawa Ken,Manazuru Machi,"8004","2014","14383",UNK,JPN
FA001,JPN,Kanagawa Ken,Yugawara Machi,"26767","2014","14384",UNK,JPN
FA001,JPN,Kanagawa Ken,Aikawa Machi,"41933","2014","14401",UNK,JPN
FA001,JPN,Kanagawa Ken,Kiyokawa Mura,"3138","2014","14402",UNK,JPN
FA001,JPN,Niigata Ken,Niigata Shi,"806525","2014","15100",UNK,JPN
FA001,JPN,Niigata Ken,Nagaoka Shi,"280922","2014","15202",UNK,JPN
FA001,JPN,Niigata Ken,Nagaoka Shi,"-89999999","2014","15202",UNK,JPN
FA001,JPN,Niigata Ken,Sanjo Shi,"102489","2014","15204",UNK,JPN
FA001,JPN,Niigata Ken,Kashiwazaki Shi,"89143","2014","15205",UNK,JPN
FA001,JPN,Niigata Ken,Shibata Shi,"101571","2014","15206",UNK,JPN
FA001,JPN,Niigata Ken,Ojiya Shi,"38068","2014","15208",UNK,JPN
FA001,JPN,Niigata Ken,Kamo Shi,"29648","2014","15209",UNK,JPN
FA001,JPN,Niigata Ken,Tokamachi Shi,"57990","2014","15210",UNK,JPN
FA001,JPN,Niigata Ken,Mitsuke Shi,"41988","2014","15211",UNK,JPN
FA001,JPN,Niigata Ken,Mitsuke Shi,"-89999999","2014","15211",UNK,JPN
FA001,JPN,Niigata Ken,Murakami Shi,"65518","2014","15212",UNK,JPN
FA001,JPN,Niigata Ken,Tsubame Shi,"82640","2014","15213",UNK,JPN
FA001,JPN,Niigata Ken,Itoigawa Shi,"46525","2014","15216",UNK,JPN
FA001,JPN,Niigata Ken,Myoko Shi,"35121","2014","15217",UNK,JPN
FA001,JPN,Niigata Ken,Gosen Shi,"54209","2014","15218",UNK,JPN
FA001,JPN,Niigata Ken,Joetsu Shi,"201794","2014","15222",UNK,JPN
FA001,JPN,Niigata Ken,Agano Shi,"45264","2014","15223",UNK,JPN
FA001,JPN,Niigata Ken,Sado Shi,"-89999999","2014","15224",UNK,JPN
FA001,JPN,Niigata Ken,Sado Shi,"60803","2014","15224",UNK,JPN
FA001,JPN,Niigata Ken,Sado Shi,"-89999999","2014","15224",UNK,JPN
FA001,JPN,Niigata Ken,Uonuma Shi,"39633","2014","15225",UNK,JPN
FA001,JPN,Niigata Ken,Minamiuonuma Shi,"60206","2014","15226",UNK,JPN
FA001,JPN,Niigata Ken,Tainai Shi,"31106","2014","15227",UNK,JPN
FA001,JPN,Niigata Ken,Seiro Machi,"14320","2014","15307",UNK,JPN
FA001,JPN,Niigata Ken,Yahiko Mura,"8562","2014","15342",UNK,JPN
FA001,JPN,Niigata Ken,Tagami Machi,"12609","2014","15361",UNK,JPN
FA001,JPN,Niigata Ken,Aga Machi,"12868","2014","15385",UNK,JPN
FA001,JPN,Niigata Ken,Izumozaki Machi,"4864","2014","15405",UNK,JPN
FA001,JPN,Niigata Ken,Yuzawa Machi,"8349","2014","15461",UNK,JPN
FA001,JPN,Niigata Ken,Tsunan Machi,"10646","2014","15482",UNK,JPN
FA001,JPN,Niigata Ken,Kariwa Mura,"4795","2014","15504",UNK,JPN
FA001,JPN,Niigata Ken,Kariwa Mura,"-89999999","2014","15504",UNK,JPN
FA001,JPN,Niigata Ken,Sekikawa Mura,"6351","2014","15581",UNK,JPN
FA001,JPN,Niigata Ken,Awashimaura Mura,"345","2014","15586",UNK,JPN
FA001,JPN,Niigata Ken,Awashimaura Mura,"-89999999","2014","15586",UNK,JPN
FA001,JPN,Toyama Ken,Toyama Shi,"420434","2014","16201",UNK,JPN
FA001,JPN,Toyama Ken,Takaoka Shi,"177005","2014","16202",UNK,JPN
FA001,JPN,Toyama Ken,Takaoka Shi,"-89999999","2014","16202",UNK,JPN
FA001,JPN,Toyama Ken,Uozu Shi,"44032","2014","16204",UNK,JPN
FA001,JPN,Toyama Ken,Himi Shi,"51335","2014","16205",UNK,JPN
FA001,JPN,Toyama Ken,Namerikawa Shi,"33733","2014","16206",UNK,JPN
FA001,JPN,Toyama Ken,Kurobe Shi,"42356","2014","16207",UNK,JPN
FA001,JPN,Toyama Ken,Tonami Shi,"49699","2014","16208",UNK,JPN
FA001,JPN,Toyama Ken,Oyabe Shi,"31669","2014","16209",UNK,JPN
FA001,JPN,Toyama Ken,Oyabe Shi,"-89999999","2014","16209",UNK,JPN
FA001,JPN,Toyama Ken,Nanto Shi,"54370","2014","16210",UNK,JPN
FA001,JPN,Toyama Ken,Imizu Shi,"-89999999","2014","16211",UNK,JPN
FA001,JPN,Toyama Ken,Imizu Shi,"94981","2014","16211",UNK,JPN
FA001,JPN,Toyama Ken,Funahashi Mura,"3079","2014","16321",UNK,JPN
FA001,JPN,Toyama Ken,Kamiichi Machi,"21929","2014","16322",UNK,JPN
FA001,JPN,Toyama Ken,Kamiichi Machi,"-89999999","2014","16322",UNK,JPN
FA001,JPN,Toyama Ken,Tateyama Machi,"27195","2014","16323",UNK,JPN
FA001,JPN,Toyama Ken,Nyuzen Machi,"26440","2014","16342",UNK,JPN
FA001,JPN,Toyama Ken,Asahi Machi,"13355","2014","16343",UNK,JPN
FA001,JPN,Ishikawa Ken,Kanazawa Shi,"452144","2014","17201",UNK,JPN
FA001,JPN,Ishikawa Ken,Nanao Shi,"57082","2014","17202",UNK,JPN
FA001,JPN,Ishikawa Ken,Nanao Shi,"-89999999","2014","17202",UNK,JPN
FA001,JPN,Ishikawa Ken,Nanao Shi,"-89999999","2014","17202",UNK,JPN
FA001,JPN,Ishikawa Ken,Komatsu Shi,"108980","2014","17203",UNK,JPN
FA001,JPN,Ishikawa Ken,Wajima Shi,"-89999999","2014","17204",UNK,JPN
FA001,JPN,Ishikawa Ken,Wajima Shi,"-89999999","2014","17204",UNK,JPN
FA001,JPN,Ishikawa Ken,Wajima Shi,"-89999999","2014","17204",UNK,JPN
FA001,JPN,Ishikawa Ken,Wajima Shi,"-89999999","2014","17204",UNK,JPN
FA001,JPN,Ishikawa Ken,Wajima Shi,"29882","2014","17204",UNK,JPN
FA001,JPN,Ishikawa Ken,Suzu Shi,"16283","2014","17205",UNK,JPN
FA001,JPN,Ishikawa Ken,Kaga Shi,"71292","2014","17206",UNK,JPN
FA001,JPN,Ishikawa Ken,Hakui Shi,"23133","2014","17207",UNK,JPN
FA001,JPN,Ishikawa Ken,Hakui Shi,"-89999999","2014","17207",UNK,JPN
FA001,JPN,Ishikawa Ken,Hakui Shi,"-89999999","2014","17207",UNK,JPN
FA001,JPN,Ishikawa Ken,Kahoku Shi,"35080","2014","17209",UNK,JPN
FA001,JPN,Ishikawa Ken,Hakusan Shi,"113010","2014","17210",UNK,JPN
FA001,JPN,Ishikawa Ken,Nomi Shi,"49764","2014","17211",UNK,JPN
FA001,JPN,Ishikawa Ken,Kawakita Machi,"50487","2014","17324",UNK,JPN
FA001,JPN,Ishikawa Ken,Nonoichi Shi,"6298","2014","17344",UNK,JPN
FA001,JPN,Ishikawa Ken,Tsubata Machi,"37797","2014","17361",UNK,JPN
FA001,JPN,Ishikawa Ken,Uchinada Machi,"27145","2014","17365",UNK,JPN
FA001,JPN,Ishikawa Ken,Shika Machi,"22376","2014","17384",UNK,JPN
FA001,JPN,Ishikawa Ken,Hodatsushimizu Cho,"14244","2014","17386",UNK,JPN
FA001,JPN,Ishikawa Ken,Nakanoto Machi,"19228","2014","17407",UNK,JPN
FA001,JPN,Ishikawa Ken,Anamizu Machi,"9407","2014","17461",UNK,JPN
FA001,JPN,Ishikawa Ken,Noto Cho,"19748","2014","17463",UNK,JPN
FA001,JPN,Fukui Ken,Fukui Shi,"267978","2014","18201",UNK,JPN
FA001,JPN,Fukui Ken,Tsuruga Shi,"68268","2014","18202",UNK,JPN
FA001,JPN,Fukui Ken,Obama Shi,"30973","2014","18204",UNK,JPN
FA001,JPN,Fukui Ken,Ono Shi,"35702","2014","18205",UNK,JPN
FA001,JPN,Fukui Ken,Katsuyama Shi,"25297","2014","18206",UNK,JPN
FA001,JPN,Fukui Ken,Sabae Shi,"68991","2014","18207",UNK,JPN
FA001,JPN,Fukui Ken,Awara Shi,"29689","2014","18208",UNK,JPN
FA001,JPN,Fukui Ken,Echizen Shi,"83955","2014","18209",UNK,JPN
FA001,JPN,Fukui Ken,Sakai Shi,"93960","2014","18210",UNK,JPN
FA001,JPN,Fukui Ken,Sakai Shi,"-89999999","2014","18210",UNK,JPN
